100121,* OSIGURAC AUTOMATSKI 2P C 40A 4.5kA CHINT,kom,420.00000,12960.00000,4950.00000,1,OSIGURACI,AUTOMATSKI OSIGURACI,JEDNOPOLNI 2-63A,C-tromi-motorni,JEDNOPOLNI 2-63A,Chint,
100122,* OSIGURAC AUTOMATSKI 2P C 40A 6K CHINT,kom,100.00000,11590.00000,.00000,1,OSIGURACI,AUTOMATSKI OSIGURACI,TROPOLNI 2-63A,C-tromi-motorni,TROPOLNI 2-63A,,
100125,* OSIGURAC AUTOMATSKI 2P C 63A 4.5kA CHINT,kom,260.00000,5970.00000,7050.00000,1,OSIGURACI,AUTOMATSKI OSIGURACI,JEDNOPOLNI 2-63A,C-tromi-motorni,JEDNOPOLNI 2-63A,Chint,
100153,* RELEJ BIMETALNI JRS2-180 120-150A,kom,100.00000,130800.00000,133500.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100154,* RELEJ BIMETALNI JRS2-180 135-160A,kom,20.00000,130800.00000,133500.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100155,* RELEJ BIMETALNI JRS2-180 150-180A,kom,20.00000,130800.00000,133500.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100159,RELEJ BIMETALNI JRS2-180 90-120A,kom,.00000,56850.00000,58000.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100160,RELEJ BIMETALNI JRS2-32 10-16A,kom,.00000,21820.00000,22260.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100161,* RELEJ BIMETALNI JRS2-32 12.5-20A,kom,40.00000,18890.00000,22260.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100162,* RELEJ BIMETALNI JRS2-32 20-32A,kom,.00000,21820.00000,22260.00000,1,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100163,* RELEJ BIMETALNI JRS2-32 4-6,,,,,,,,,,,,
100164,* RELEJ BIMETALNI JRS2-32 5-8A,kom,20.00000,21820.00000,22260.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100165,* RELEJ BIMETALNI JRS2-32 6.3-10A,kom,800.00000,21820.00000,22260.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100167,* RELEJ BIMETALNI JRS2-400 180-250A,kom,20.00000,102950.00000,105000.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100168,* RELEJ BIMETALNI JRS2-400 200-320A,kom,40.00000,102950.00000,105000.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100169,* RELEJ BIMETALNI JRS2 400 250-400A,kom,50.00000,102950.00000,105000.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100170,* RELEJ BIMETALNI JRS2-400 400-630A,kom,20.00000,102950.00000,105000.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100172,* RELEJ BIMETALNI JRS2-63 0.25-0.4A,kom,10.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100173,* RELEJ BIMETALNI JRS2-63 0.4-0.63A,kom,160.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100174,* RELEJ BIMETALNI JRS2-63 0.63-1A,kom,100.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100175,* RELEJ BIMETALNI JRS2-63 0.8-1.25A,kom,190.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100176,* RELEJ BIMETALNI JRS2-63 1-1,,,,,,,,,,,,
100177,* RELEJ BIMETALNI JRS2-63 1.25-2A,kom,80.00000,23210.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100178,* RELEJ BIMETALNI JRS2-63 10-16A,kom,2000.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100179,* RELEJ BIMETALNI JRS2-63 12.5-20A,kom,190.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100181,* RELEJ BIMETALNI JRS2-63 2-3,,,,,,,,,,,,
100182,* RELEJ BIMETALNI JRS2-63 2.5-4A,kom,10.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100184,* RELEJ BIMETALNI JRS2-63 25-40A,kom,30.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100185,* RELEJ BIMETALNI JRS2-63 3.2-5A,kom,80.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100186,* RELEJ BIMETALNI JRS2-63 32-45A,kom,60.00000,4330.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100187,* RELEJ BIMETALNI JRS2-63 40-57A,kom,10.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100188,* RELEJ BIMETALNI JRS2-63 50-63A,kom,10.00000,4330.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100189,* RELEJ BIMETALNI JRS2-63 6.3-10A,kom,720.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100190,* RELEJ BIMETALNI JRS2-63 8-12,,,,,,,,,,,,
100191,* RELEJ BIMETALNI JRS2 630 320-500A,kom,40.00000,187920.00000,192000.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100192,* RELEJ BIMETALNI JRS2-80 16-25A,kom,10.00000,38800.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100193,* RELEJ BIMETALNI JRS2-80 20-32A,kom,100.00000,10560.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100194,RELEJ BIMETALNI JRS2-80 25-40A,kom,.00000,38800.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100195,* RELEJ BIMETALNI JRS2-80 32-50A,kom,70.00000,38800.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100196,* RELEJ BIMETALNI JRS2-80 40-57A,kom,100.00000,38800.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100197,* RELEJ BIMETALNI JRS2-80 50-63A,kom,50.00000,38800.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100198,* RELEJ BIMETALNI JRS2-80 63-80A,kom,40.00000,38800.00000,39600.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100200,* RELEJ BIMETALNI NR2 25 0.25-0.4A,kom,20.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100201,* RELEJ BIMETALNI NR2 25 034-0.63A,kom,30.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100202,* RELEJ BIMETALNI NR2 25 1.25-2A,kom,60.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100203,* RELEJ BIMETALNI NR2 25 1.6-2.5A,kom,20.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100205,* RELEJ BIMETALNI NR2 25 17-25A,kom,30.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100208,* RELEJ BIMETALNI NR2 25 7-10A,kom,180.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100209,* RELEJ BIMETALNI NR2 25 9-13A,kom,290.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100210,* RELEJ BIMETALNI NR2 36 28-36A B,kom,140.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100212,* RELEJ BIMETALNI NR2 93 30-40A,kom,10.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100213,* RELEJ BIMETALNI NR2 93 37-50A,kom,10.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100214,* RELEJ BIMETALNI NR2 93 48-65A,kom,80.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100215,* RELEJ BIMETALNI NR2 93 55-70A,kom,80.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100216,* RELEJ BIMETALNI NR2 93 63-80A,kom,80.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100217,* RELEJ BIMETALNI NR2 93 80-93A,kom,100.00000,29140.00000,29800.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100218,* RELEJ BIMETALNI NR2 36 28-36A O,kom,230.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100219,* RELEJ BIMETALNI NR4 10-16A,kom,.00000,4000.00000,7500.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100220,* RELEJ BIMETALNI NR4 6.3-10A,kom,20.00000,4000.00000,7500.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100221,* RELEJ BIMETALNI TRB 12 0.16-0.25A,kom,70.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100222,* RELEJ BIMETALNI TRB 12 0.25-0.4A,kom,100.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100223,* RELEJ BIMETALNI TRB 12 0.4-0.63A,kom,100.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100224,* RELEJ BIMETALNI TRB 12 0.63-1A,kom,450.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100225,* RELEJ BIMETALNI TRB 12 0.8-1.25A,kom,240.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100226,* RELEJ BIMETALNI TRB 12 1-1,,,,,,,,,,,,
100227,* RELEJ BIMETALNI TRB 12 1.25-2A,kom,290.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100228,* RELEJ BIMETALNI TRB 12 1.6-2.5A,kom,300.00000,18030.00000,16500.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100229,* RELEJ BIMETALNI TRB 12 10-14,,,,,,,,,,,,
100230,* RELEJ BIMETALNI TRB 12 2-3,,,,,,,,,,,,
100232,RELEJ BIMETALNI TRB 12 3.2-5A,kom,.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100233,* RELEJ BIMETALNI TRB 12 4-6,,,,,,,,,,,,
100235,RELEJ BIMETALNI TRB 12 6.3-10A,kom,.00000,18030.00000,18400.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100236,* RELEJ BIMETALNI TRB 12 8-12,,,,,,,,,,,,
100237,* RELEJ BIMETALNI TRB 22 0.63-1A,kom,80.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100238,* RELEJ BIMETALNI TRB 22 1-1,,,,,,,,,,,,
100239,* RELEJ BIMETALNI TRB 22 1.25-2A,kom,290.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100240,* RELEJ BIMETALNI TRB 22 1.6-2.5A,kom,110.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100242,* RELEJ BIMETALNI TRB 22 12.5-20A,kom,40.00000,18810.00000,15000.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100243,* RELEJ BIMETALNI TRB 22 16-25A,kom,2360.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100244,* RELEJ BIMETALNI TRB 22 2-3,,,,,,,,,,,,
100245,RELEJ BIMETALNI TRB 22 3.2-5A,kom,.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100246,* RELEJ BIMETALNI TRB 22 4-6,,,,,,,,,,,,
100248,* RELEJ BIMETALNI TRB 22 6.3-10A,kom,980.00000,18810.00000,19200.00000,2000,SKLOPNA TEHNIKA,RELEJI,BIMETALNI,,RELEJI,UNIPROM,
100249,* RELEJ BIMETALNI TRB 22 8-12,,,,,,,,,,,,
100258,BROJEVI ZA OBELEZAVANJE VS KLEMA OD 0 - DO 9,kom,1590.00000,8.00000,20.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,OPREMA ZA VS KLEME,VS KLEME,KINA,
100265,* GREJAC RERNE CEVNI 950W,kom,540.00000,6180.00000,5000.00000,2000,OSTALO,GREJNA I RASHLADNA TELA,GREJACI,,GREJNA I RASHLADNA TELA,SRECKO,
100277,* BLOK POMOCNIH KONTAKATA F4-02,kom,90.00000,4840.00000,4950.00000,2000,SKLOPNA TEHNIKA,KONTAKTORI,KONTAKTI,,KONTAKTORI,UNIPROM,
100278,* BLOK POMOCNIH KONTAKATA F4-04,kom,10.00000,4250.00000,4950.00000,2000,SKLOPNA TEHNIKA,KONTAKTORI,KONTAKTI,,KONTAKTORI,UNIPROM,
100279,* BLOK POMOCNIH KONTAKATA F4-11,kom,360.00000,2220.00000,2270.00000,2000,SKLOPNA TEHNIKA,KONTAKTORI,KONTAKTI,,KONTAKTORI,UNIPROM,
100280,* BLOK POMOCNIH KONTAKATA F4-13,kom,240.00000,4840.00000,4950.00000,2000,SKLOPNA TEHNIKA,KONTAKTORI,KONTAKTI,,KONTAKTORI,UNIPROM,
100281,* BLOK POMOCNIH KONTAKATA F4-20,kom,.00000,4840.00000,4950.00000,2000,SKLOPNA TEHNIKA,KONTAKTORI,KONTAKTI,,KONTAKTORI,UNIPROM,
100283,* BLOK POMOCNIH KONTAKATA F4-31,kom,910.00000,4840.00000,4950.00000,2000,SKLOPNA TEHNIKA,KONTAKTORI,KONTAKTI,,KONTAKTORI,UNIPROM,
100291,LED KONEKTOR MUSKO-ZENSKI BS-A-SC-WDCCNT BRILIGHT,kom,.00000,1400.00000,1150.00000,2000,RASVETA,LED TRAKE I PRIBOR,POMOCNI PRIBOR ZA LED TRAKE,,LED TRAKE I PRIBOR,BRILIGHT,
100384,GRLO E14 BAKELITNO M10X1 VISECE  116K NOPAL,kom,.00000,1480.00000,1200.00000,2000,RASVETA,POMOCNI PRIBOR,SIJALICNA GRLA,,POMOCNI PRIBOR,NOPALLUX,
100388,GRLO E27 PORCELANSKO SA METALNIM DRZACEM  130 NOPAL,kom,220.00000,1580.00000,1200.00000,2000,RASVETA,POMOCNI PRIBOR,SIJALICNA GRLA,,POMOCNI PRIBOR,NOPALLUX,
100389,* GRLO E40 PORCELANSKO VISECE SA KAPOM  1382 NOPAL,kom,.00000,6080.00000,5110.00000,2000,RASVETA,POMOCNI PRIBOR,SIJALICNA GRLA,,POMOCNI PRIBOR,NOPALLUX,
100404,* INDIKATOR ZA KUPATILO VERTIKALNI MIKRO NOPAL ART 3240P,kom,.00000,20770.00000,7490.00000,2000,UTICNICE,,,,,,
100524,* KAPA OSIGURACA D01,kom,.00000,380.00000,450.00000,2000,OSIGURACI,D0 OSIGURACI,PRIBOR ZA D0 OSIGURACE,,D0 OSIGURACI,ETI,
100525,KAPA OSIGURACA D02,kom,40.00000,420.00000,550.00000,2000,OSIGURACI,D0 OSIGURACI,PRIBOR ZA D0 OSIGURACE,,D0 OSIGURACI,ETI,
100534,KLEMA REDNA 10mm2 12-POLNA,kom,.00000,680.00000,690.00000,2000,KABLOVSKI PRIBOR,KLEME,REDNE 12-POLNE,,KLEME,TENGEN,
100535,KLEMA REDNA 10mm2 ZA MONTAZU NA VS SINU,kom,26160.00000,670.00000,700.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100536,KLEMA REDNA 16mm2 12-POLNA,kom,9020.00000,1420.00000,1450.00000,2000,KABLOVSKI PRIBOR,KLEME,REDNE 12-POLNE,,KLEME,TENGEN,
100537,KLEMA REDNA 16MM2 ZA MONTAZU NA VS SINU,kom,4850.00000,920.00000,940.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100538,KLEMA REDNA 2.5MM2 ZA MONTAZU NA VS SINU,kom,39230.00000,290.00000,350.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100539,KLEMA REDNA 25mm2 12-POLNA,kom,1490.00000,1420.00000,1450.00000,2000,KABLOVSKI PRIBOR,KLEME,REDNE 12-POLNE,,KLEME,TENGEN,
100541,* KLEMA REDNA 35mm2 12-POLNA,kom,3020.00000,3630.00000,3700.00000,2000,KABLOVSKI PRIBOR,KLEME,REDNE 12-POLNE,,KLEME,TENGEN,
100542,KLEMA REDNA 35MM2 ZA MONTAZU NA VS SINU,kom,14240.00000,1770.00000,1810.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100543,KLEMA REDNA 1.5-4mm2 12-POLNA,kom,.00000,290.00000,200.00000,2000,KABLOVSKI PRIBOR,KLEME,REDNE 12-POLNE,,KLEME,TENGEN,
100544,KLEMA REDNA 4MM2 ZA MONTAZU NA VS SINU,kom,290.00000,310.00000,320.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100545,KLEMA REDNA 6mm2 12-POLNA,kom,.00000,450.00000,460.00000,2000,KABLOVSKI PRIBOR,KLEME,REDNE 12-POLNE,,KLEME,TENGEN,
100546,KLEMA REDNA 6MM2 ZA MONTAZU NA VS SINU,kom,45770.00000,430.00000,480.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100547,KLEMA REDNA 70MM2 ZA MONTAZU NA VS SINU,kom,810.00000,4970.00000,6000.00000,2000,KABLOVSKI PRIBOR,KLEME,VS KLEME,VS KLEME,VS KLEME,TENGEN,
100558,KUTIJA RAZVODNA 6 UVODA NA ZID 80x83 510 PVC NOPAL,kom,.00000,1660.00000,1430.00000,2000,ELEKTROINSTALACIONI MATERIJAL,SPRATNE TABLE I INSTALACIONE KUTIJE,RAZVODNE KUTIJE,UGRADNE,RAZVODNE KUTIJE,NOPALLUX,
100560,KUTIJA RAZVODNA 100x100 U ZID SA POKLOPCEM KABELLAJT,kom,.00000,354.70000,260.00000,2000,UTICNICE,,,,,,
100562,KUTIJA RAZVODNA ZA BETON FI 60MM U ZID H-55 LAMA,kom,2840.00000,80.00000,40.00000,2000,UTICNICE,,,,,,
100563,KUTIJA RAZVODNA FI 78MM U ZID KABELLAJT,kom,1480.00000,240.00000,150.00000,2000,UTICNICE,,,,,,
100566,KUTIJA ZA STALNI PRIKLJUCAK  450 NOPAL,kom,.00000,2850.00000,2750.00000,2000,ELEKTROINSTALACIONI MATERIJAL,SPRATNE TABLE I INSTALACIONE KUTIJE,RAZVODNE KUTIJE,UGRADNE,RAZVODNE KUTIJE,NOPALLUX,
100572,* MIKROPREKIDAC VT16051C 250V 15A,kom,10.00000,4790.00000,5750.00000,2000,SKLOPNA TEHNIKA,PREKIDACI,GRANICNI PREKIDACI,,PREKIDACI,SIGMA,
100584,* OSIGURAC NOZASTI NV0 50A,kom,20.00000,2100.00000,3000.00000,2000,OSIGURACI,NOZASTI OSIGURACI,VELICINA 0: 6-160A,,NOZASTI OSIGURACI,Elektroporcelan,
100614,OBUJMICA FI 11-18MM PVC,kom,.00000,27.00000,60.00000,2000,OSTALO,ALATI,,,OSTALO,KINA,
